id,final_rank,score_conservation,score_coevolution,score_esm,rank_conservation,rank_coevolution,rank_esm,rrf,disagreement,adj_score
A6PE_10238|Pectinatus,44,0.47520327696536196,0.7242529538180247,-0.36875281593838577,53,85,71,0.023379697032521365,0.2077922077922078,0.020950637600571094
A6PE_00013|Gilliamella,45,0.47810152791548943,0.7609876078216696,-0.374537953533708,47,58,92,0.024399318032130857,0.2922077922077922,0.02083448260535849
A6PE_09736|Liquorilactobacillus,46,0.38778584658574705,0.7691221971695698,-0.3355112319951652,101,51,12,0.0291090780221215,0.577922077922078,0.020697688593651325
A6PE_12371|Providencia,47,0.47653165183341256,0.7170572480772512,-0.36524514116571427,52,91,64,0.023615604113895076,0.2532467532467532,0.020625316579992777
A6PE_01378|Levilactobacillus,48,0.4493700845603149,0.7648331119167078,-0.37216017875277124,79,55,85,0.022786448502367523,0.19480519480519481,0.020566989232656402
A6PE_12132|Bifidobacterium,49,0.45439013291998076,0.7107616167359108,-0.3303364201300693,72,97,6,0.029096699478865083,0.5909090909090909,0.020499947360109492
A6PE_04453|Pectinatus,50,0.48260093087963774,0.8464998571627408,-0.3821491362577129,40,22,107,0.028183145903315318,0.551948051948052,0.020405329663764012
A6PE_10294|Tetragenococcus,51,0.4732404378583463,0.8221274059552942,-0.37785788249727503,55,27,99,0.026479213223576888,0.4675324675324675,0.020289267275208266
A6PE_10422|Propionispira,52,0.48229817848997025,0.7113096063272826,-0.3637704987703035,41,96,60,0.024644579842599643,0.35714285714285715,0.020243762013563992
A6PE_09640|Lactobacillus,53,0.45669732166073196,0.7430959684142832,-0.37635636299852826,68,70,95,0.0219564205955335,0.17532467532467533,0.020031669439431535
A6PE_00062|Bifidobacterium,54,0.4460857037708616,0.7192709120945463,-0.3648813236095703,82,89,62,0.021950384228575325,0.17532467532467533,0.020026162234511903
A6PE_09569|Shouchella,55,0.48531593472054385,0.6942914108598188,-0.3576644635017083,36,108,43,0.026077785483125285,0.4675324675324675,0.019981679785771325
A6PE_00005|Eubacterium,56,0.48376504329806064,0.7351672017459195,-0.37545216949198157,38,75,93,0.02414743675247877,0.35714285714285715,0.019835394475250418
A6PE_04602|Zongyangia,57,0.4880192640136735,0.7727573820680603,-0.3823344979861537,32,50,108,0.025912855260681347,0.4935064935064935,0.019518774092461274
A6PE_00647|Sebaldella,58,0.3581010136235153,0.7823493875653466,-0.35665321875659917,115,41,41,0.02551626591230552,0.4805194805194805,0.01938573449181653
A6PE_12169|Oscillospiraceae,59,0.4907014058355334,0.7550049557130609,-0.38022587154499593,26,64,104,0.0257899840813862,0.5064935064935064,0.019258754346489694
A6PE_10281|uncultured,60,0.45387152089820937,0.7057291019634797,-0.3629224890175519,73,100,57,0.022315805539489753,0.2792207792207792,0.019200287233651896
A6PE_08438|Pediococcus,61,0.36551976851438195,0.8098307739174014,-0.36290258770799794,108,31,56,0.025562081596564357,0.5,0.01917156119742327
A6PE_03652|Clostridium,62,0.4949749162837584,0.6466235762043545,-0.35443133938281485,20,120,37,0.028364833906071023,0.6493506493506493,0.019155472248255756
A6PE_01129|Vibrio,63,0.4865805443886933,0.7606220250266087,-0.38238370777335545,33,59,109,0.025073209279894437,0.4935064935064935,0.01888631348355685
A6PE_03582|Bryobacteraceae,64,0.3158625369512941,1.099085622028872,-0.3343517278090902,140,15,11,0.03241784037558686,0.8376623376623377,0.018840238400097558
A6PE_10615|Allorhizobium,65,0.36078065986014346,1.3825371298854996,-0.36885661280022847,113,3,73,0.029172159686306324,0.7142857142857143,0.018753531226911205
A6PE_01835|Actinotalea,66,0.4569060922248128,0.6876531543538188,-0.34229089264120155,66,110,20,0.026318860877684407,0.5844155844155844,0.01862828464719221
A6PE_08506|Priestia,67,0.5104808517295952,0.7734003214140519,-0.389214868251586,3,49,123,0.030511808673938316,0.7792207792207793,0.018624091008767545
A6PE_10475|Kaistia,68,0.36432891546110185,1.2503281434659779,-0.36923819649107026,110,11,74,0.027429546550594174,0.6428571428571429,0.01861290658790319
A6PE_12148|Plantactinospora,69,0.33587324893923287,0.8245176849836456,-0.33970738410476015,136,25,16,0.030024641435521575,0.7792207792207793,0.018326729187915766
A6PE_10302|Listeria,70,0.3693570814427138,0.722206356704972,-0.36935965812130833,106,88,75,0.020188260549706336,0.2012987012987013,0.01815632523463849
A6PE_03647|Halocella,71,0.4289488071746434,0.6986706907916111,-0.34606737253410313,91,105,23,0.02473131538798179,0.5324675324675324,0.018147004148324302
A6PE_00043|Spirochaetes,72,0.48429076793174813,0.8035616700522553,-0.3934282724219172,37,32,129,0.026469848858912057,0.6298701298701299,0.018133565289709233
A6PE_09653|Micromonospora,73,0.3225909335344618,0.8551720907119802,-0.3487010998565786,137,20,27,0.029070395005542912,0.7597402597402597,0.01802742027941135
A6PE_01729|Bifidobacterium,74,0.43545090215281973,0.6952446609850891,-0.3785718549351849,88,107,100,0.018994780708852566,0.12337662337662338,0.01782302475603374
A6PE_00875|Corynebacterium,75,0.4443672188644651,0.685974334526734,-0.3682070124820232,83,111,69,0.020592898193877385,0.2727272727272727,0.017784775712894104
A6PE_10690|Lactococcus,76,0.378752697231355,0.7144761115006462,-0.3581116371108995,105,94,47,0.02189990694663592,0.37662337662337664,0.017775898495646036
A6PE_04650|Listeria,77,0.3652976325904826,0.7158464194126353,-0.36984043933781713,109,93,77,0.01975237754872461,0.2077922077922078,0.017700182478727247
A6PE_12181|Clostridioides,78,0.35402260129349544,0.7551808005489047,-0.34181175938685215,121,63,18,0.026475455999778866,0.6688311688311688,0.017621650908943725
A6PE_10456|Acidipropionibacterium,79,0.46776489860753895,0.6382204020186159,-0.36017742412462994,61,121,50,0.022880233779279485,0.461038961038961,0.017605894174315705
A6PE_01836|Mesorhizobium,80,0.3469125095437181,1.11699247683088,-0.3620575267236691,127,14,54,0.02763303692096262,0.7337662337662337,0.017494942206453607
A6PE_00015|Vibrio,81,0.4900221426457024,0.6964503542888907,-0.38098299277126385,29,106,105,0.023320657502328004,0.5,0.017490493126746002
A6PE_01195|Bacillus,82,0.4748534677822176,0.6858391479381309,-0.37194045948438414,54,112,84,0.02153032775737794,0.37662337662337664,0.017475915387482093
A6PE_10319|Oharaeibacter,83,0.3442715492918961,1.3172001801063058,-0.36050709850164725,131,7,51,0.029169984237578203,0.8051948051948052,0.017426224349722044
A6PE_04350|Labrys,84,0.355311642223999,1.2910164587272523,-0.3729827129212407,118,9,89,0.02682214054725145,0.7077922077922078,0.017329889509425447
A6PE_00698|Clostridium,85,0.3641508622091472,0.6698900387459858,-0.3342401468122395,111,115,10,0.025847953216374266,0.6818181818181818,0.017036150983519405
A6PE_01778|Allofustis,86,0.4156377393976067,0.6482329960399351,-0.37451936851126244,97,119,91,0.018578535486654696,0.18181818181818182,0.016889577715140634
A6PE_09782|Oribacterium,87,0.48575749465652895,0.6879360250895101,-0.38241757774953494,35,109,110,0.022325828493963765,0.487012987012987,0.01688934428277129
A6PE_00039|Caproicibacter,88,0.46558489090796723,0.7249049758333498,-0.38710217439728056,63,84,120,0.020630081300813008,0.37012987012987014,0.016812176644493717
A6PE_08247|Youxingia,89,0.4884992925005979,0.7050793476454986,-0.3832795934857743,31,101,114,0.0229473175500162,0.538961038961039,0.016763462495953396
A6PE_00034|Pleomorphomonas,90,0.49884514241069805,0.7326260296419869,-0.3892692677437693,17,78,124,0.025668172407302844,0.6948051948051948,0.016750982642428153
A6PE_10242|uncultured,91,0.4432212926479488,0.7093452922122414,-0.3883294847074034,86,98,121,0.01870329087099682,0.22727272727272727,0.016577916908383547
A6PE_12033|Listeria,92,0.3857300120688479,0.6378168020357546,-0.33360729026104396,102,122,9,0.026160098623866743,0.7337662337662337,0.016562400102772778
A6PE_12055|Alphaproteobacteria,93,0.3505697294956743,1.3728800938454269,-0.3817870455903021,124,4,106,0.027083878994237823,0.7792207792207793,0.016531718347132178
A6PE_00771|Succinivibrio,94,0.48114699434876285,0.7360298968829575,-0.39074670862035193,45,73,126,0.022418950602312235,0.525974025974026,0.016523057749106746
A6PE_10183|Bifidobacterium,95,0.4513937251804128,0.7359537229725825,-0.39326520199725656,78,74,128,0.020028212314928594,0.35064935064935066,0.016516772493480075
A6PE_12423|Halanaerobium,96,0.42554897864381885,0.6126678461522751,-0.31240227675393045,93,129,1,0.028220395626374413,0.8311688311688312,0.016492439002426605
A6PE_01650|Bacillus,97,0.5080889115713627,0.7279778783682249,-0.3947761483131185,5,83,130,0.02764078027235922,0.8116883116883117,0.016422931135849795
A6PE_11853|Ruthenibacterium,98,0.44683635669783045,0.6661211209801726,-0.38333302017127957,80,116,115,0.01853896103896104,0.23376623376623376,0.016372069488952604
A6PE_10538|Shinella,99,0.3454064691293923,1.252893207912237,-0.37225101058011356,128,10,86,0.026454178290377647,0.7662337662337663,0.016319135958349846
A6PE_12150|Eubacteriales,100,0.490627280324141,0.7045128474502055,-0.3853508344914748,27,102,119,0.023253684558507008,0.5974025974025974,0.016307778781290628
A6PE_00009|Anaerofilum,101,0.46975074158713503,0.7306351754404831,-0.39197206062608925,60,80,127,0.020823784059078178,0.43506493506493504,0.01629393492934364
A6PE_10297|Enterobacter,102,0.42032956403214633,0.6225170651768589,-0.38003905818073286,95,126,103,0.017962926314400687,0.2012987012987013,0.016154969445094123
A6PE_01372|Mediterraneibacter,103,0.4257526651425327,0.6345706911262817,-0.36345582506985125,92,124,58,0.020488306248303147,0.42857142857142855,0.016097954909381044
A6PE_11787|SAR116,104,0.35150359886388877,1.092037308726661,-0.3829534562527904,122,16,112,0.024466353719719693,0.6883116883116883,0.016046115101894087
A6PE_00845|Christensenella,105,0.43562023635667185,0.6829969357561251,-0.3889494988309577,87,113,122,0.018077573403750116,0.22727272727272727,0.016023303698778513
A6PE_01855|Lachnotalea,106,0.44676947034777537,0.5891019736007894,-0.36516148762598977,81,131,63,0.02045788197661413,0.44155844155844154,0.015941206735024
A6PE_09912|Selenomonas,107,0.49125898244619126,0.7653704397546247,-0.40731106171288883,24,54,142,0.02562718677882826,0.7662337662337663,0.01580897885706938
A6PE_12376|Erwinia,108,0.34481595896306083,1.399630730377005,-0.3846421861890743,130,2,118,0.027010167680891244,0.8311688311688312,0.015785162930390985
A6PE_08453|Devosia,109,0.34374279927682333,1.4024640409576026,-0.38427769977906434,132,1,116,0.027283594138102336,0.8506493506493507,0.015679208319623744
A6PE_00661|Rhizobium,110,0.3437320533125743,1.3465205670401024,-0.3774381070297867,133,6,98,0.026661976225824852,0.8246753246753247,0.015668239275565904
A6PE_01735|Pleomorphomonas,111,0.31618711528980625,0.8965636281889057,-0.3686367196847829,139,19,70,0.02537566116854966,0.7792207792207793,0.015489039934049792
A6PE_01626|Streptococcus,112,0.45658048833092363,0.7956382645829062,-0.405417319512255,69,36,139,0.023193730279303493,0.6688311688311688,0.01543738541317278
A6PE_10515|Mesorhizobium,113,0.3410579405685046,1.2361914034055892,-0.37561309505383916,134,13,94,0.025346775805750524,0.7857142857142857,0.01538911388206282
A6PE_10614|Mediterraneibacter,114,0.4515002657419967,0.7039228658335707,-0.39502062588008674,76,103,131,0.0187235125958648,0.35714285714285715,0.015380028203746085
A6PE_10323|Enterococcus,115,0.42928313973172105,0.7028045510646301,-0.39918053730985975,90,104,134,0.017918866817534154,0.2857142857142857,0.01535902870074356
A6PE_12156|uncultured,116,0.42175045451574256,0.5456648440038891,-0.3700946984330477,94,137,78,0.018816025437080393,0.38311688311688313,0.015211656928029277
A6PE_01141|Planomicrobium,117,0.4710657329457468,0.6174589226718985,-0.38440942849433174,58,128,117,0.019443442721480946,0.45454545454545453,0.015024478466598913
A6PE_04358|Leptogranulimonas,118,0.45150673617861614,0.6814344620764987,-0.3963744817459915,75,114,132,0.01836286717752235,0.37012987012987014,0.014964544355708148
A6PE_00011|Olsenella,119,0.38180418829050433,0.501196849217689,-0.37952181917017974,104,143,102,0.01719650885616683,0.2662337662337662,0.014907363196742027
A6PE_11781|Tenericutes,120,0.35424915906012056,0.5445064217645812,-0.40496112637335496,120,138,137,0.015682202738040302,0.11688311688311688,0.014765710370232752
A6PE_10276|Trueperella,121,0.3621570634607302,0.5821906140751021,-0.3596750122904492,112,132,48,0.020281546080964684,0.5454545454545454,0.01475021533161068
A6PE_00807|Ktedonobacteria,122,0.34923986304622273,1.0280044906408958,-0.3968349592386706,126,18,133,0.023378204056793393,0.7467532467532467,0.014649329165458198
A6PE_00047|Bacillus,123,0.4767663455287211,0.7171311036841672,-0.40705314368963064,50,90,141,0.020732700135685213,0.5909090909090909,0.014607129641050947
A6PE_12183|Parabacteroides,124,0.3553571788542426,0.4554713526654706,-0.38278902037671636,117,146,111,0.0163520396625374,0.22727272727272727,0.014493853337249058
A6PE_03334|Hungatella,125,0.47183194716676274,0.7074075832271146,-0.4065791669030865,56,99,140,0.019909997831273042,0.5454545454545454,0.014479998422744032
A6PE_12100|Candidatus,126,0.2739365338973114,0.827286163874984,-0.36982318382697404,148,24,76,0.0240653953889248,0.8051948051948052,0.014376729712864165
A6PE_00997|Cytobacillus,127,0.47663756752831304,0.6536313922337307,-0.4018870327497522,51,118,135,0.019755191665304025,0.5454545454545454,0.01436741212022111
A6PE_03705|Klebsiella,128,0.30986298110702687,0.4292192364230152,-0.41637338944378177,141,149,145,0.014637862153812568,0.05194805194805195,0.014257657942025229
A6PE_03119|Enterococcus,129,0.4439936377960126,0.6655396020716472,-0.4083395269561171,85,117,143,0.017472377612646462,0.37662337662337664,0.01418212468558966
A6PE_00588|Candidatus,130,0.3208601470481952,0.5521092280312624,-0.3724712434180536,138,136,87,0.016955266955266956,0.33116883116883117,0.014147738985401323
A6PE_09617|Microgenomates,131,0.2708730946663817,0.5268075983484474,-0.422545373708361,150,139,150,0.014548935151950229,0.07142857142857142,0.014029330325094864
A6PE_10655|Klebsiella,132,0.45165274650712356,0.5658371743223881,-0.405221406730614,74,134,138,0.017667830792926963,0.4155844155844156,0.013996593225565514
A6PE_08493|uncultured,133,0.33916853295923843,0.6201243487206801,-0.42834229163508203,135,127,152,0.015192779843168299,0.16233766233766234,0.013959599661092949
A6PE_10316|Streptomyces,134,0.2994211747287014,0.5594088831708448,-0.3330206151517833,143,135,7,0.02497968663691772,0.8831168831168831,0.013949695134902105
A6PE_12127|Mycoplasma,135,0.30187351374528903,0.5121718146313781,-0.33324293207768096,142,141,8,0.02463150178055558,0.8701298701298701,0.013915199057846333
A6PE_10314|Microgenomates,136,0.28973326693354695,0.5668516877159359,-0.4267986079470979,146,133,151,0.014775052575188897,0.11688311688311688,0.013911575476638897
A6PE_00986|Oceanobacillus,137,0.41844466335919983,0.4436418854499731,-0.3901927373406695,96,147,125,0.01664657969005795,0.33116883116883117,0.013890165520600302
A6PE_10572|Clostridium,138,0.35865788008640886,0.5032741045301458,-0.3558199552584378,114,142,40,0.02069762148628656,0.6623376623376623,0.013843214370698152
A6PE_01818|Kineothrix,139,0.4353396157726435,0.41334218653426236,-0.357997435884141,89,150,45,0.020997123681687442,0.6818181818181818,0.013839013335657634
A6PE_12431|Microgenomates,140,0.29897509442961073,0.6279474579612627,-0.3701058404980324,144,125,79,0.017501610794035678,0.42207792207792205,0.013808089035554123
A6PE_12432|candidate,141,0.2527771684041516,0.5906111582566153,-0.4131268055919752,153,130,144,0.014859954359801742,0.14935064935064934,0.01375028244332304
A6PE_01210|Lachnospiraceae,142,0.3450368432161253,0.4400001581833606,-0.43174864767934196,129,148,153,0.014793533279448772,0.15584415584415584,0.013640790426504712
A6PE_10277|uncultured,143,0.38554246688790605,0.38707074464151675,-0.36442099431146097,103,151,61,0.019138768627961725,0.5844155844155844,0.013546271301609274
A6PE_10458|candidate,144,0.22633997806303421,0.6355285591615738,-0.37878572765826163,154,123,101,0.016348558194802222,0.34415584415584416,0.013535332271670671
A6PE_01991|Enterocloster,145,0.4067169749038908,0.3137986124462149,-0.3436059495073587,98,152,21,0.02339177406847178,0.8506493506493507,0.01344267535753086
A6PE_09402|Ruminococcus,146,0.40363436061263164,0.4951256524595297,-0.4182536443845317,99,145,148,0.01597504926428074,0.3181818181818182,0.013433564154054261
A6PE_11849|Dictyobacter,147,0.34971349507437594,1.074680576862838,-0.4179025853359196,125,17,147,0.02322333626681453,0.8441558441558441,0.013421278751600605
A6PE_04492|Mesomycoplasma,148,0.258029798444387,0.2866997641999415,-0.38301276440871246,151,153,113,0.015214518994451417,0.2597402597402597,0.013238607436730453
A6PE_00606|Pleomorphomonas,149,0.2961144865357636,0.4957925021681227,-0.3456086784366235,145,144,22,0.021975131516021044,0.7987012987012987,0.01319934847553212
A6PE_12080|Candidatus,150,0.27521558805135277,0.83125602412497,-0.40320501719823604,147,23,136,0.021981151461807003,0.8051948051948052,0.013131596977183404
A6PE_00002|Ruminococcus,151,0.4032744507179157,0.5206253890868182,-0.43647300196079236,100,140,154,0.015922897196261682,0.35064935064935066,0.01313122041509892
A6PE_08338|bacterium,152,0.35426413606639073,0.2856486435919561,-0.36672466846615964,119,154,65,0.018259489375032634,0.577922077922078,0.012983208354325152
A6PE_00309|Candidatus,153,0.27133889276967904,0.7983711821763363,-0.41658816002641935,149,35,146,0.02016537371672783,0.7402597402597403,0.012701566561835062
A6PE_12134|Candidatus,154,0.25380934801854144,0.7949727735305017,-0.4191722121934385,152,37,149,0.019810948477806248,0.7467532467532467,0.012414003429274694
